cod_familiar_fam; cod_unico_endereco; Dice_coeficiente
5837767444,3672432,0.5714285714285714
2058419618,99553125,0.4782608695652174
6082917812,3672687,0.4074074074074074
4881983806,3671677,0.46153846153846156
4369360706,3672687,0.41935483870967744
5117872789,3674210,0.6567164179104478
5793927832,3674170,0.8266666666666667
1646797825,3674210,0.7222222222222222
5049389674,3674356,0.6333333333333333
2232509451,3674170,0.8266666666666667
5657813081,3672556,0.6538461538461539
2737306060,3674266,0.7142857142857143
2261956002,89486399,0.6153846153846154
4117236180,3674447,0.746268656716418
5414915636,3671795,0.8852459016393442
3642512550,100792357,0.36065573770491804
3790843768,3672061,0.5833333333333334
2261956606,3672570,0.5526315789473685
1874083517,101681980,0.8923076923076924
5843810186,99740988,0.5
5164026848,3672687,0.4126984126984127
5380114245,3672223,0.5238095238095238
5359807601,3672265,0.29411764705882354
5354215595,3671795,0.7761194029850746
5812542368,3674210,0.7222222222222222
5308059446,89486326,0.6923076923076923
5436817262,3674210,0.75
5791110324,3672167,0.6333333333333333
4651803539,89486486,0.92
5100479809,3674210,0.7647058823529411
2200787774,100792232,0.4864864864864865
5313215680,3671795,0.6037735849056604
2461769893,3671688,0.5084745762711864
5428304774,3672687,0.41935483870967744
3787889655,99558146,0.6571428571428571
5713848973,3674170,0.8266666666666667
5396446412,3672379,0.41509433962264153
1646806328,3674191,0.7466666666666667
4738969153,89486381,0.9333333333333333
5120394701,3674210,0.7142857142857143
3991067404,3674170,0.8266666666666667
1058936689,100792232,0.4864864864864865
4902217260,3672280,0.4935064935064935
2599838703,99553134,0.8615384615384616
5349234455,3674210,0.7323943661971831
5690394106,3674170,0.8266666666666667
5733852895,99553125,0.6511627906976745
5462338481,3674170,0.8266666666666667
4744351727,98342164,0.417910447761194
1976899060,89486399,0.8148148148148148
5451052506,3674170,0.8266666666666667
1983890863,3671934,0.6419753086419753
1646793404,3674447,0.746268656716418
3934852424,3674210,0.6086956521739131
1332830978,3672469,0.547945205479452
2735404323,3674447,0.746268656716418
2320197621,3674170,0.8266666666666667
5698933642,3672648,0.5054945054945055
4015934369,3674210,0.75
1639358153,3672687,0.36923076923076925
5240232202,99558320,0.5633802816901409
1646802683,3674210,0.7536231884057971
3927660434,3674210,0.6567164179104478
5086115710,3674170,0.8266666666666667
5665404101,3672238,0.5185185185185185
1059274221,3672560,0.5277777777777778
1646797400,3674447,0.746268656716418
5532206082,3671677,0.5925925925925926
1639354670,3671876,0.5416666666666666
1694603474,3672167,0.43333333333333335
4073659405,3671795,0.36065573770491804
5248984645,3672558,0.5294117647058824
5766338015,3674210,0.7142857142857143
3996401345,3674447,0.746268656716418
5104122972,99740988,0.5
5794947306,3671795,0.7719298245614035
5017666346,3674210,0.7142857142857143
5205315660,99558146,0.5588235294117647
5891969602,3672385,0.4444444444444444
5371330976,3672664,0.5306122448979592
5238222513,3674210,0.7222222222222222
5430113999,89486450,0.7297297297297297
5679483408,3674238,0.7384615384615385
5880956725,3674170,0.8266666666666667
4425637445,89486318,0.6896551724137931
4526542466,3674447,0.746268656716418
1639345841,3672167,0.47368421052631576
4298998231,3671808,0.5769230769230769
5755424543,3672560,0.6129032258064516
5591128319,3671795,0.8852459016393442
5487995478,3672167,0.6885245901639344
6003014199,101681980,0.84375
4255543330,3672687,0.6086956521739131
5735269151,3671667,0.8363636363636363
3794917294,3674210,0.7222222222222222
2215226030,3671934,0.6419753086419753
1646795962,3674170,0.8266666666666667
2743221020,3674447,0.746268656716418
6081838145,3672571,0.6
3958967205,97509629,0.7297297297297297
